Initialize dataset with 1148437 characters, 86 unique.
[2019-11-27 00:27] Train Step 0000/1000000, Batch Size = 64, Examples/Sec = 1767.84, Accuracy = 0.00, Loss = 4.465
[2019-11-27 03:20] Train Step 575900/1000000, Batch Size = 64, Examples/Sec = 6601.47, Accuracy = 0.65, Loss = 1.105
[2019-11-27 03:20] Train Step 576000/1000000, Batch Size = 64, Examples/Sec = 5788.12, Accuracy = 0.64, Loss = 1.144
[2019-11-27 03:20] Train Step 576100/1000000, Batch Size = 64, Examples/Sec = 6329.98, Accuracy = 0.65, Loss = 1.126
[2019-11-27 03:20] Train Step 576200/1000000, Batch Size = 64, Examples/Sec = 6920.76, Accuracy = 0.65, Loss = 1.115
[2019-11-27 03:20] Train Step 576300/1000000, Batch Size = 64, Examples/Sec = 4210.75, Accuracy = 0.65, Loss = 1.075
[2019-11-27 03:20] Train Step 576400/1000000, Batch Size = 64, Examples/Sec = 4930.49, Accuracy = 0.67, Loss = 1.073
[2019-11-27 03:21] Train Step 576500/1000000, Batch Size = 64, Examples/Sec = 5506.82, Accuracy = 0.67, Loss = 1.074
[2019-11-27 03:21] Train Step 576600/1000000, Batch Size = 64, Examples/Sec = 6948.89, Accuracy = 0.68, Loss = 1.077
[2019-11-27 03:21] Train Step 576700/1000000, Batch Size = 64, Examples/Sec = 5288.95, Accuracy = 0.64, Loss = 1.158
[2019-11-27 03:21] Train Step 576800/1000000, Batch Size = 64, Examples/Sec = 6806.52, Accuracy = 0.67, Loss = 1.055
[2019-11-27 03:21] Train Step 576900/1000000, Batch Size = 64, Examples/Sec = 5055.95, Accuracy = 0.67, Loss = 1.066
[2019-11-27 03:21] Train Step 577000/1000000, Batch Size = 64, Examples/Sec = 5415.61, Accuracy = 0.65, Loss = 1.121
[2019-11-27 03:21] Train Step 577100/1000000, Batch Size = 64, Examples/Sec = 6855.89, Accuracy = 0.65, Loss = 1.126
[2019-11-27 03:21] Train Step 577200/1000000, Batch Size = 64, Examples/Sec = 5342.21, Accuracy = 0.67, Loss = 1.078
[2019-11-27 03:21] Train Step 577300/1000000, Batch Size = 64, Examples/Sec = 4114.33, Accuracy = 0.67, Loss = 1.080
[2019-11-27 03:21] Train Step 577400/1000000, Batch Size = 64, Examples/Sec = 5496.90, Accuracy = 0.66, Loss = 1.099
[2019-11-27 03:21] Train Step 577500/1000000, Batch Size = 64, Examples/Sec = 6916.48, Accuracy = 0.64, Loss = 1.163
[2019-11-27 03:21] Train Step 577600/1000000, Batch Size = 64, Examples/Sec = 6823.30, Accuracy = 0.67, Loss = 1.071
[2019-11-27 03:21] Train Step 577700/1000000, Batch Size = 64, Examples/Sec = 6218.53, Accuracy = 0.67, Loss = 1.118
[2019-11-27 03:21] Train Step 577800/1000000, Batch Size = 64, Examples/Sec = 6936.85, Accuracy = 0.66, Loss = 1.106
[2019-11-27 03:21] Train Step 577900/1000000, Batch Size = 64, Examples/Sec = 6820.87, Accuracy = 0.66, Loss = 1.110
[2019-11-27 03:21] Train Step 578000/1000000, Batch Size = 64, Examples/Sec = 5690.09, Accuracy = 0.65, Loss = 1.120
[2019-11-27 03:21] Train Step 578100/1000000, Batch Size = 64, Examples/Sec = 5602.44, Accuracy = 0.65, Loss = 1.101
[2019-11-27 03:21] Train Step 578200/1000000, Batch Size = 64, Examples/Sec = 5295.84, Accuracy = 0.67, Loss = 1.064
[2019-11-27 03:21] Train Step 578300/1000000, Batch Size = 64, Examples/Sec = 6673.02, Accuracy = 0.67, Loss = 1.087
[2019-11-27 03:21] Train Step 578400/1000000, Batch Size = 64, Examples/Sec = 6454.33, Accuracy = 0.68, Loss = 1.039
[2019-11-27 03:21] Train Step 578500/1000000, Batch Size = 64, Examples/Sec = 6792.40, Accuracy = 0.68, Loss = 1.050
[2019-11-27 03:21] Train Step 578600/1000000, Batch Size = 64, Examples/Sec = 5344.23, Accuracy = 0.66, Loss = 1.102
[2019-11-27 03:21] Train Step 578700/1000000, Batch Size = 64, Examples/Sec = 6962.95, Accuracy = 0.67, Loss = 1.094
[2019-11-27 03:21] Train Step 578800/1000000, Batch Size = 64, Examples/Sec = 6145.64, Accuracy = 0.65, Loss = 1.099
[2019-11-27 03:21] Train Step 578900/1000000, Batch Size = 64, Examples/Sec = 6910.07, Accuracy = 0.66, Loss = 1.099
[2019-11-27 03:21] Train Step 579000/1000000, Batch Size = 64, Examples/Sec = 6973.26, Accuracy = 0.65, Loss = 1.127
[2019-11-27 03:21] Train Step 579100/1000000, Batch Size = 64, Examples/Sec = 5159.84, Accuracy = 0.65, Loss = 1.104
[2019-11-27 03:21] Train Step 579200/1000000, Batch Size = 64, Examples/Sec = 6237.75, Accuracy = 0.66, Loss = 1.120
[2019-11-27 03:21] Train Step 579300/1000000, Batch Size = 64, Examples/Sec = 6927.37, Accuracy = 0.68, Loss = 1.050
[2019-11-27 03:21] Train Step 579400/1000000, Batch Size = 64, Examples/Sec = 6879.08, Accuracy = 0.65, Loss = 1.099
[2019-11-27 03:21] Train Step 579500/1000000, Batch Size = 64, Examples/Sec = 6762.79, Accuracy = 0.65, Loss = 1.106
[2019-11-27 03:21] Train Step 579600/1000000, Batch Size = 64, Examples/Sec = 6864.65, Accuracy = 0.66, Loss = 1.115
[2019-11-27 03:21] Train Step 579700/1000000, Batch Size = 64, Examples/Sec = 4772.10, Accuracy = 0.65, Loss = 1.121
[2019-11-27 03:21] Train Step 579800/1000000, Batch Size = 64, Examples/Sec = 6764.50, Accuracy = 0.66, Loss = 1.095
[2019-11-27 03:21] Train Step 579900/1000000, Batch Size = 64, Examples/Sec = 4353.90, Accuracy = 0.65, Loss = 1.096
[2019-11-27 03:22] Train Step 580000/1000000, Batch Size = 64, Examples/Sec = 6677.83, Accuracy = 0.66, Loss = 1.110
[2019-11-27 03:22] Train Step 580100/1000000, Batch Size = 64, Examples/Sec = 6893.39, Accuracy = 0.66, Loss = 1.122
[2019-11-27 03:22] Train Step 580200/1000000, Batch Size = 64, Examples/Sec = 4598.31, Accuracy = 0.66, Loss = 1.117
[2019-11-27 03:22] Train Step 580300/1000000, Batch Size = 64, Examples/Sec = 6719.45, Accuracy = 0.65, Loss = 1.141
[2019-11-27 03:22] Train Step 580400/1000000, Batch Size = 64, Examples/Sec = 6612.53, Accuracy = 0.65, Loss = 1.132
[2019-11-27 03:22] Train Step 580500/1000000, Batch Size = 64, Examples/Sec = 6821.22, Accuracy = 0.64, Loss = 1.121
[2019-11-27 03:22] Train Step 580600/1000000, Batch Size = 64, Examples/Sec = 6875.38, Accuracy = 0.66, Loss = 1.079
[2019-11-27 03:22] Train Step 580700/1000000, Batch Size = 64, Examples/Sec = 6153.81, Accuracy = 0.68, Loss = 1.057
[2019-11-27 03:22] Train Step 580800/1000000, Batch Size = 64, Examples/Sec = 6908.65, Accuracy = 0.66, Loss = 1.077
[2019-11-27 03:22] Train Step 580900/1000000, Batch Size = 64, Examples/Sec = 6870.10, Accuracy = 0.64, Loss = 1.140
[2019-11-27 03:22] Train Step 581000/1000000, Batch Size = 64, Examples/Sec = 6751.90, Accuracy = 0.66, Loss = 1.112
[2019-11-27 03:22] Train Step 581100/1000000, Batch Size = 64, Examples/Sec = 6915.41, Accuracy = 0.66, Loss = 1.129
[2019-11-27 03:22] Train Step 581200/1000000, Batch Size = 64, Examples/Sec = 4578.54, Accuracy = 0.64, Loss = 1.122
[2019-11-27 03:22] Train Step 581300/1000000, Batch Size = 64, Examples/Sec = 6635.57, Accuracy = 0.65, Loss = 1.095
[2019-11-27 03:22] Train Step 581400/1000000, Batch Size = 64, Examples/Sec = 4790.50, Accuracy = 0.66, Loss = 1.087
[2019-11-27 03:22] Train Step 581500/1000000, Batch Size = 64, Examples/Sec = 6601.63, Accuracy = 0.65, Loss = 1.111
[2019-11-27 03:22] Train Step 581600/1000000, Batch Size = 64, Examples/Sec = 5945.94, Accuracy = 0.66, Loss = 1.126
[2019-11-27 03:22] Train Step 581700/1000000, Batch Size = 64, Examples/Sec = 6969.09, Accuracy = 0.66, Loss = 1.086
[2019-11-27 03:22] Train Step 581800/1000000, Batch Size = 64, Examples/Sec = 6719.29, Accuracy = 0.64, Loss = 1.127
[2019-11-27 03:22] Train Step 581900/1000000, Batch Size = 64, Examples/Sec = 6833.90, Accuracy = 0.66, Loss = 1.076
[2019-11-27 03:22] Train Step 582000/1000000, Batch Size = 64, Examples/Sec = 6877.85, Accuracy = 0.67, Loss = 1.065
[2019-11-27 03:22] Train Step 582100/1000000, Batch Size = 64, Examples/Sec = 5184.35, Accuracy = 0.65, Loss = 1.139
[2019-11-27 03:22] Train Step 582200/1000000, Batch Size = 64, Examples/Sec = 5391.57, Accuracy = 0.65, Loss = 1.134
[2019-11-27 03:22] Train Step 582300/1000000, Batch Size = 64, Examples/Sec = 6794.29, Accuracy = 0.65, Loss = 1.146
[2019-11-27 03:22] Train Step 582400/1000000, Batch Size = 64, Examples/Sec = 6549.60, Accuracy = 0.64, Loss = 1.145
[2019-11-27 03:22] Train Step 582500/1000000, Batch Size = 64, Examples/Sec = 6170.50, Accuracy = 0.65, Loss = 1.106
[2019-11-27 03:22] Train Step 582600/1000000, Batch Size = 64, Examples/Sec = 6838.25, Accuracy = 0.67, Loss = 1.081
[2019-11-27 03:22] Train Step 582700/1000000, Batch Size = 64, Examples/Sec = 4665.20, Accuracy = 0.66, Loss = 1.089
[2019-11-27 03:22] Train Step 582800/1000000, Batch Size = 64, Examples/Sec = 6282.28, Accuracy = 0.65, Loss = 1.132
[2019-11-27 03:22] Train Step 582900/1000000, Batch Size = 64, Examples/Sec = 5183.25, Accuracy = 0.63, Loss = 1.168
[2019-11-27 03:22] Train Step 583000/1000000, Batch Size = 64, Examples/Sec = 5340.51, Accuracy = 0.66, Loss = 1.090
[2019-11-27 03:22] Train Step 583100/1000000, Batch Size = 64, Examples/Sec = 3376.63, Accuracy = 0.67, Loss = 1.075
[2019-11-27 03:22] Train Step 583200/1000000, Batch Size = 64, Examples/Sec = 6874.68, Accuracy = 0.65, Loss = 1.148
[2019-11-27 03:22] Train Step 583300/1000000, Batch Size = 64, Examples/Sec = 6722.82, Accuracy = 0.68, Loss = 1.049
[2019-11-27 03:23] Train Step 583400/1000000, Batch Size = 64, Examples/Sec = 6743.93, Accuracy = 0.64, Loss = 1.140
[2019-11-27 03:23] Train Step 583500/1000000, Batch Size = 64, Examples/Sec = 5647.35, Accuracy = 0.67, Loss = 1.066
[2019-11-27 03:23] Train Step 583600/1000000, Batch Size = 64, Examples/Sec = 6890.20, Accuracy = 0.65, Loss = 1.112
[2019-11-27 03:23] Train Step 583700/1000000, Batch Size = 64, Examples/Sec = 6796.52, Accuracy = 0.66, Loss = 1.123
[2019-11-27 03:23] Train Step 583800/1000000, Batch Size = 64, Examples/Sec = 6822.43, Accuracy = 0.65, Loss = 1.096
[2019-11-27 03:23] Train Step 583900/1000000, Batch Size = 64, Examples/Sec = 4469.08, Accuracy = 0.66, Loss = 1.092
[2019-11-27 03:23] Train Step 584000/1000000, Batch Size = 64, Examples/Sec = 6910.96, Accuracy = 0.66, Loss = 1.067
[2019-11-27 03:23] Train Step 584100/1000000, Batch Size = 64, Examples/Sec = 5008.78, Accuracy = 0.67, Loss = 1.081
[2019-11-27 03:23] Train Step 584200/1000000, Batch Size = 64, Examples/Sec = 4754.10, Accuracy = 0.65, Loss = 1.137
[2019-11-27 03:23] Train Step 584300/1000000, Batch Size = 64, Examples/Sec = 6888.26, Accuracy = 0.65, Loss = 1.113
[2019-11-27 03:23] Train Step 584400/1000000, Batch Size = 64, Examples/Sec = 5239.40, Accuracy = 0.66, Loss = 1.109
[2019-11-27 03:23] Train Step 584500/1000000, Batch Size = 64, Examples/Sec = 6588.34, Accuracy = 0.66, Loss = 1.119
[2019-11-27 03:23] Train Step 584600/1000000, Batch Size = 64, Examples/Sec = 5856.18, Accuracy = 0.66, Loss = 1.082
[2019-11-27 03:23] Train Step 584700/1000000, Batch Size = 64, Examples/Sec = 6754.45, Accuracy = 0.67, Loss = 1.082
[2019-11-27 03:23] Train Step 584800/1000000, Batch Size = 64, Examples/Sec = 6338.35, Accuracy = 0.65, Loss = 1.099
[2019-11-27 03:23] Train Step 584900/1000000, Batch Size = 64, Examples/Sec = 6855.01, Accuracy = 0.66, Loss = 1.083
[2019-11-27 03:23] Train Step 585000/1000000, Batch Size = 64, Examples/Sec = 6834.94, Accuracy = 0.63, Loss = 1.139
[2019-11-27 03:23] Train Step 585100/1000000, Batch Size = 64, Examples/Sec = 5572.44, Accuracy = 0.64, Loss = 1.165
[2019-11-27 03:23] Train Step 585200/1000000, Batch Size = 64, Examples/Sec = 6841.56, Accuracy = 0.66, Loss = 1.102
[2019-11-27 03:23] Train Step 585300/1000000, Batch Size = 64, Examples/Sec = 4313.32, Accuracy = 0.66, Loss = 1.132
[2019-11-27 03:23] Train Step 585400/1000000, Batch Size = 64, Examples/Sec = 5647.59, Accuracy = 0.65, Loss = 1.122
[2019-11-27 03:23] Train Step 585500/1000000, Batch Size = 64, Examples/Sec = 4350.23, Accuracy = 0.63, Loss = 1.158
[2019-11-27 03:23] Train Step 585600/1000000, Batch Size = 64, Examples/Sec = 5726.26, Accuracy = 0.65, Loss = 1.126
[2019-11-27 03:23] Train Step 585700/1000000, Batch Size = 64, Examples/Sec = 5208.50, Accuracy = 0.66, Loss = 1.099
[2019-11-27 03:23] Train Step 585800/1000000, Batch Size = 64, Examples/Sec = 5688.76, Accuracy = 0.66, Loss = 1.092
[2019-11-27 03:23] Train Step 585900/1000000, Batch Size = 64, Examples/Sec = 4889.53, Accuracy = 0.66, Loss = 1.069
[2019-11-27 03:23] Train Step 586000/1000000, Batch Size = 64, Examples/Sec = 5526.21, Accuracy = 0.66, Loss = 1.121
[2019-11-27 03:23] Train Step 586100/1000000, Batch Size = 64, Examples/Sec = 6633.93, Accuracy = 0.66, Loss = 1.074
[2019-11-27 03:23] Train Step 586200/1000000, Batch Size = 64, Examples/Sec = 6913.09, Accuracy = 0.67, Loss = 1.101
[2019-11-27 03:23] Train Step 586300/1000000, Batch Size = 64, Examples/Sec = 6714.75, Accuracy = 0.67, Loss = 1.069
[2019-11-27 03:23] Train Step 586400/1000000, Batch Size = 64, Examples/Sec = 4451.30, Accuracy = 0.65, Loss = 1.126
[2019-11-27 03:23] Train Step 586500/1000000, Batch Size = 64, Examples/Sec = 5347.00, Accuracy = 0.64, Loss = 1.119
[2019-11-27 03:23] Train Step 586600/1000000, Batch Size = 64, Examples/Sec = 5291.25, Accuracy = 0.67, Loss = 1.102
[2019-11-27 03:23] Train Step 586700/1000000, Batch Size = 64, Examples/Sec = 6823.30, Accuracy = 0.66, Loss = 1.091
[2019-11-27 03:24] Train Step 586800/1000000, Batch Size = 64, Examples/Sec = 4428.39, Accuracy = 0.67, Loss = 1.093
[2019-11-27 03:24] Train Step 586900/1000000, Batch Size = 64, Examples/Sec = 5257.36, Accuracy = 0.68, Loss = 1.053
[2019-11-27 03:24] Train Step 587000/1000000, Batch Size = 64, Examples/Sec = 6934.70, Accuracy = 0.67, Loss = 1.093
[2019-11-27 03:24] Train Step 587100/1000000, Batch Size = 64, Examples/Sec = 5597.65, Accuracy = 0.65, Loss = 1.135
[2019-11-27 03:24] Train Step 587200/1000000, Batch Size = 64, Examples/Sec = 6655.97, Accuracy = 0.65, Loss = 1.128
[2019-11-27 03:24] Train Step 587300/1000000, Batch Size = 64, Examples/Sec = 6746.64, Accuracy = 0.65, Loss = 1.112
[2019-11-27 03:24] Train Step 587400/1000000, Batch Size = 64, Examples/Sec = 4939.65, Accuracy = 0.65, Loss = 1.095
[2019-11-27 03:24] Train Step 587500/1000000, Batch Size = 64, Examples/Sec = 4885.53, Accuracy = 0.65, Loss = 1.114
[2019-11-27 03:24] Train Step 587600/1000000, Batch Size = 64, Examples/Sec = 3945.14, Accuracy = 0.66, Loss = 1.110
[2019-11-27 03:24] Train Step 587700/1000000, Batch Size = 64, Examples/Sec = 4794.69, Accuracy = 0.65, Loss = 1.130
[2019-11-27 03:24] Train Step 587800/1000000, Batch Size = 64, Examples/Sec = 5045.49, Accuracy = 0.66, Loss = 1.105
[2019-11-27 03:24] Train Step 587900/1000000, Batch Size = 64, Examples/Sec = 5035.93, Accuracy = 0.67, Loss = 1.063
[2019-11-27 03:24] Train Step 588000/1000000, Batch Size = 64, Examples/Sec = 4848.91, Accuracy = 0.66, Loss = 1.082
[2019-11-27 03:24] Train Step 588100/1000000, Batch Size = 64, Examples/Sec = 4348.26, Accuracy = 0.65, Loss = 1.124
[2019-11-27 03:24] Train Step 588200/1000000, Batch Size = 64, Examples/Sec = 4806.97, Accuracy = 0.65, Loss = 1.104
[2019-11-27 03:24] Train Step 588300/1000000, Batch Size = 64, Examples/Sec = 4136.20, Accuracy = 0.65, Loss = 1.119
[2019-11-27 03:24] Train Step 588400/1000000, Batch Size = 64, Examples/Sec = 4570.44, Accuracy = 0.65, Loss = 1.118
[2019-11-27 03:24] Train Step 588500/1000000, Batch Size = 64, Examples/Sec = 6267.76, Accuracy = 0.65, Loss = 1.112
[2019-11-27 03:24] Train Step 588600/1000000, Batch Size = 64, Examples/Sec = 6806.52, Accuracy = 0.65, Loss = 1.126
[2019-11-27 03:24] Train Step 588700/1000000, Batch Size = 64, Examples/Sec = 6897.82, Accuracy = 0.68, Loss = 1.035
[2019-11-27 03:24] Train Step 588800/1000000, Batch Size = 64, Examples/Sec = 6620.19, Accuracy = 0.64, Loss = 1.154
[2019-11-27 03:24] Train Step 588900/1000000, Batch Size = 64, Examples/Sec = 6821.74, Accuracy = 0.64, Loss = 1.144
[2019-11-27 03:24] Train Step 589000/1000000, Batch Size = 64, Examples/Sec = 6535.09, Accuracy = 0.64, Loss = 1.159
[2019-11-27 03:24] Train Step 589100/1000000, Batch Size = 64, Examples/Sec = 6857.11, Accuracy = 0.66, Loss = 1.101
[2019-11-27 03:24] Train Step 589200/1000000, Batch Size = 64, Examples/Sec = 5248.21, Accuracy = 0.65, Loss = 1.139
[2019-11-27 03:24] Train Step 589300/1000000, Batch Size = 64, Examples/Sec = 6491.16, Accuracy = 0.65, Loss = 1.092
[2019-11-27 03:24] Train Step 589400/1000000, Batch Size = 64, Examples/Sec = 6114.56, Accuracy = 0.66, Loss = 1.083
[2019-11-27 03:24] Train Step 589500/1000000, Batch Size = 64, Examples/Sec = 6774.05, Accuracy = 0.65, Loss = 1.110
[2019-11-27 03:24] Train Step 589600/1000000, Batch Size = 64, Examples/Sec = 4515.92, Accuracy = 0.66, Loss = 1.103
[2019-11-27 03:24] Train Step 589700/1000000, Batch Size = 64, Examples/Sec = 6185.01, Accuracy = 0.69, Loss = 1.026
[2019-11-27 03:24] Train Step 589800/1000000, Batch Size = 64, Examples/Sec = 6537.96, Accuracy = 0.64, Loss = 1.179
[2019-11-27 03:24] Train Step 589900/1000000, Batch Size = 64, Examples/Sec = 6959.52, Accuracy = 0.66, Loss = 1.105
[2019-11-27 03:24] Train Step 590000/1000000, Batch Size = 64, Examples/Sec = 6999.99, Accuracy = 0.65, Loss = 1.154
[2019-11-27 03:25] Train Step 590100/1000000, Batch Size = 64, Examples/Sec = 4478.03, Accuracy = 0.63, Loss = 1.169
[2019-11-27 03:25] Train Step 590200/1000000, Batch Size = 64, Examples/Sec = 6927.37, Accuracy = 0.66, Loss = 1.111
[2019-11-27 03:25] Train Step 590300/1000000, Batch Size = 64, Examples/Sec = 6758.70, Accuracy = 0.67, Loss = 1.061
[2019-11-27 03:25] Train Step 590400/1000000, Batch Size = 64, Examples/Sec = 6750.38, Accuracy = 0.67, Loss = 1.084
[2019-11-27 03:25] Train Step 590500/1000000, Batch Size = 64, Examples/Sec = 6677.67, Accuracy = 0.66, Loss = 1.036
[2019-11-27 03:25] Train Step 590600/1000000, Batch Size = 64, Examples/Sec = 5708.48, Accuracy = 0.65, Loss = 1.157
[2019-11-27 03:25] Train Step 590700/1000000, Batch Size = 64, Examples/Sec = 6849.94, Accuracy = 0.64, Loss = 1.125
[2019-11-27 03:25] Train Step 590800/1000000, Batch Size = 64, Examples/Sec = 6820.01, Accuracy = 0.65, Loss = 1.113
[2019-11-27 03:25] Train Step 590900/1000000, Batch Size = 64, Examples/Sec = 4400.08, Accuracy = 0.67, Loss = 1.094
[2019-11-27 03:25] Train Step 591000/1000000, Batch Size = 64, Examples/Sec = 6893.92, Accuracy = 0.64, Loss = 1.152
[2019-11-27 03:25] Train Step 591100/1000000, Batch Size = 64, Examples/Sec = 6910.42, Accuracy = 0.69, Loss = 1.036
[2019-11-27 03:25] Train Step 591200/1000000, Batch Size = 64, Examples/Sec = 5488.80, Accuracy = 0.66, Loss = 1.120
[2019-11-27 03:25] Train Step 591300/1000000, Batch Size = 64, Examples/Sec = 6331.17, Accuracy = 0.66, Loss = 1.116
[2019-11-27 03:25] Train Step 591400/1000000, Batch Size = 64, Examples/Sec = 5050.15, Accuracy = 0.65, Loss = 1.120
[2019-11-27 03:25] Train Step 591500/1000000, Batch Size = 64, Examples/Sec = 6830.42, Accuracy = 0.66, Loss = 1.071
[2019-11-27 03:25] Train Step 591600/1000000, Batch Size = 64, Examples/Sec = 6100.67, Accuracy = 0.65, Loss = 1.103
[2019-11-27 03:25] Train Step 591700/1000000, Batch Size = 64, Examples/Sec = 5446.71, Accuracy = 0.66, Loss = 1.122
[2019-11-27 03:25] Train Step 591800/1000000, Batch Size = 64, Examples/Sec = 6827.29, Accuracy = 0.65, Loss = 1.123
[2019-11-27 03:25] Train Step 591900/1000000, Batch Size = 64, Examples/Sec = 5936.47, Accuracy = 0.65, Loss = 1.149
[2019-11-27 03:25] Train Step 592000/1000000, Batch Size = 64, Examples/Sec = 6890.20, Accuracy = 0.67, Loss = 1.069
[2019-11-27 03:25] Train Step 592100/1000000, Batch Size = 64, Examples/Sec = 4661.31, Accuracy = 0.64, Loss = 1.149
[2019-11-27 03:25] Train Step 592200/1000000, Batch Size = 64, Examples/Sec = 6784.67, Accuracy = 0.67, Loss = 1.059
[2019-11-27 03:25] Train Step 592300/1000000, Batch Size = 64, Examples/Sec = 6656.63, Accuracy = 0.67, Loss = 1.080
[2019-11-27 03:25] Train Step 592400/1000000, Batch Size = 64, Examples/Sec = 5219.53, Accuracy = 0.65, Loss = 1.150
[2019-11-27 03:25] Train Step 592500/1000000, Batch Size = 64, Examples/Sec = 5374.51, Accuracy = 0.66, Loss = 1.104
[2019-11-27 03:25] Train Step 592600/1000000, Batch Size = 64, Examples/Sec = 4221.08, Accuracy = 0.66, Loss = 1.070
[2019-11-27 03:25] Train Step 592700/1000000, Batch Size = 64, Examples/Sec = 6802.90, Accuracy = 0.66, Loss = 1.103
[2019-11-27 03:25] Train Step 592800/1000000, Batch Size = 64, Examples/Sec = 6494.14, Accuracy = 0.67, Loss = 1.068
[2019-11-27 03:25] Train Step 592900/1000000, Batch Size = 64, Examples/Sec = 4917.48, Accuracy = 0.65, Loss = 1.131
[2019-11-27 03:25] Train Step 593000/1000000, Batch Size = 64, Examples/Sec = 6916.48, Accuracy = 0.65, Loss = 1.114
[2019-11-27 03:25] Train Step 593100/1000000, Batch Size = 64, Examples/Sec = 6561.77, Accuracy = 0.64, Loss = 1.120
[2019-11-27 03:25] Train Step 593200/1000000, Batch Size = 64, Examples/Sec = 6235.58, Accuracy = 0.64, Loss = 1.142
[2019-11-27 03:25] Train Step 593300/1000000, Batch Size = 64, Examples/Sec = 7002.54, Accuracy = 0.66, Loss = 1.104
[2019-11-27 03:25] Train Step 593400/1000000, Batch Size = 64, Examples/Sec = 7013.15, Accuracy = 0.66, Loss = 1.093
[2019-11-27 03:26] Train Step 593500/1000000, Batch Size = 64, Examples/Sec = 6604.55, Accuracy = 0.64, Loss = 1.137
[2019-11-27 03:26] Train Step 593600/1000000, Batch Size = 64, Examples/Sec = 6873.44, Accuracy = 0.68, Loss = 1.057
